,Unnamed: 0,Unnamed: 0_x,lat,lng,name,osm_accuracy,population,district,subject,density,ivl_per_100k,ivl_number,ekmo_per_100k,ekmo_number,life_quality_place_rating,ecology,cleanness,public_services,neighbourhood,children_places,sport_and_outdoor,shops_and_malls,public_transport,security,life_costs,infected_3003,died_3003,recovered_3003,sick_3003,infected_1503,died_1503,recovered_1503,sick_1503,inf_rate,avg_temp_min,avg_temp_max,avg_temp_std,avg_temp_median,humidity_min,humidity_max,humidity_std,humidity_median,pressure_min,pressure_max,pressure_std,pressure_median,wind_speed_ms_min,wind_speed_ms_max,wind_speed_ms_std,wind_speed_ms_median,region_x,region_mapped_x,urban_50-54_years,urban_55-59_years,urban_60-64_years,urban_65-69_years,urban_70-74_years,urban_75-79_years,urban_80-84_years,urban_85-89_years,urban_90-94_years,rural_50-54_years,rural_55-59_years,rural_60-64_years,rural_65-69_years,rural_70-74_years,rural_75-79_years,rural_80-84_years,rural_85-89_years,rural_90-94_years,region.1,region.2,work_ratio_15-72_years,work_ratio_55-64_years,work_ratio_15-24_years,work_ratio_15-64_years,work_ratio_25-54_years,region_mapped_2,equality ,num_patients_tubercul_1992,num_patients_tubercul_1993,num_patients_tubercul_1994,num_patients_tubercul_1995,num_patients_tubercul_1996,num_patients_tubercul_1997,num_patients_tubercul_1998,num_patients_tubercul_1999,num_patients_tubercul_2000,num_patients_tubercul_2001,num_patients_tubercul_2002,num_patients_tubercul_2003,num_patients_tubercul_2004,num_patients_tubercul_2005,num_patients_tubercul_2006,num_patients_tubercul_2007,num_patients_tubercul_2008,num_patients_tubercul_2009,num_patients_tubercul_2010,num_patients_tubercul_2011,num_patients_tubercul_2012,num_patients_tubercul_2013,num_patients_tubercul_2014,num_patients_tubercul_2015,num_patients_tubercul_2016,num_patients_tubercul_2017,region_mapped_v3,volume_serv_household_2017,volume_serv_chargeable_2017,volume_serv_transport_2017,volume_serv_post_2017,volume_serv_accommodation_2017,volume_serv_telecom_2017,volume_serv_others_2017,volume_serv_veterinary_2017,volume_serv_housing_2017,volume_serv_education_2017,volume_serv_medicine_2017,volume_serv_disabled_2017,volume_serv_culture_2017,volume_serv_sport_2017,volume_serv_hotels_2017,volume_serv_tourism_2017,volume_serv_sanatorium_2017,region_mapped_v4,num_phones_rural_2018,num_phones_urban_2019,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,region_y,region_mapped_y,bus_march_travel_18,bus_april_travel_18,epirank_avia,epirank_bus,epirank_train,epirank_avia_cat,epirank_bus_cat,epirank_train_cat,Unnamed: 0_y,id,whole_population,urban,rural,has_metro
89,89,84,56.211464,89.531639,Боготол,0.6008071512139229,21029.0,Сибирский,Красноярский край,1.23,24.6,706.0,0.03,1.0,,,,,,,,,,,,14.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,2.7080502011022096,-16.0,4.29,5.730930448847187,-2.86,64.86,84.43,5.988442280959295,75.57,737.0,762.0,6.784435969818818,750.0,2.0,6.0,1.3020130933435716,3.0,Красноярский край,Красноярский край,123697.99,142732.99,134492.0,113497.99,71866.99,40291.99,42740.0,14849.99,5825.99,39865.0,51352.0,52157.0,41562.0,22258.99,11904.0,13563.0,5549.0,2294.0,Красноярский край,Красноярский край,65.5,45.5,31.7,71.3,88.1,Красноярский край,TRUE,1300.0,1849.0,2123.0,2356.0,2527.0,2160.0,2604.0,2914.0,3058.0,3113.0,3089.0,3189.0,3089.0,3199.0,3021.0,3009.0,3092.0,3008.0,2822.0,2818.0,2705.0,2687.0,2614.0,2534.0,2356.0,2003.0,Красноярский край,18180794.49,156939753.8,20694136.6,857573.5,1718683.0,20906543.19,10194218.2,209970.1,18979257.8,8303523.69,8593428.79,722377.2,2103504.79,1488844.89,1671432.0,2664499.8,1103252.49,Красноярский край,483897.0,59586.0,,,,,,,,,,,,Красноярский край,Красноярский край,196964.8,198630.5,,3.214606274749176e-10,4.458475129535712e-05,,1.0,0.0,73,Красноярский край,348735.0,261788.0,86947.0,0.0
90,90,85,49.93244979999999,40.554475399999994,Богучар,0.594560839740484,11811.0,Центральный,Воронежская область,44.54,15.0,348.0,0.0,,,,,,,,,,,,,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.9459101490553128,-2.29,12.0,3.8451695114037,7.57,45.0,89.83,13.028142870979984,75.14,742.0,754.0,4.482771251718984,751.0,2.0,8.0,1.7915143899851345,5.0,Воронежская область,Воронежская область,92292.0,111596.99,114530.99,95337.0,67279.99,37216.0,42358.0,16064.0,7991.99,51406.99,63513.99,62466.99,48267.0,32187.99,22884.0,27203.99,12012.99,5424.0,Воронежская область,Воронежская область,63.5,45.7,27.1,70.3,88.4,Воронежская область,TRUE,934.0,1155.0,1205.0,1556.0,1738.0,1652.0,1767.0,1716.0,1823.0,1810.0,1698.0,1731.0,1588.0,1643.0,1509.0,1597.0,1576.0,1438.0,1278.0,1180.0,1053.0,855.0,768.0,733.0,665.0,639.0,Воронежская область,22986639.39,124815946.19,24097922.5,680070.7,1599413.5,16385618.99,2193976.1,419217.3,6505523.5,9800992.6,6217976.5,186490.09,2018942.69,699225.2,939753.7,1186618.69,1575594.3,Воронежская область,431236.99,105172.99,,,,,,,,,,,,Воронежская область,Воронежская область,202003.8,207041.6,,9.768471753566164e-13,,,0.0,,4,Воронежская область,394499.0,249437.0,145062.0,0.0
91,91,86,57.8500317,114.20382839999999,Бодайбо,0.602269360264941,15331.0,Сибирский,Иркутская область,3.13,26.5,633.0,0.0,,,,,,,,,,,,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0986122886681096,-13.43,3.43,4.899711653323519,-7.71,47.14,90.57,11.957377200866814,62.43,718.0,736.0,5.138093031466049,727.0,2.0,6.0,1.3522468075656269,4.0,Иркутская область,Иркутская область,100605.0,115913.99,114705.99,100189.0,64159.99,35679.0,38692.0,13317.99,5149.0,30248.99,37142.0,36447.99,27850.0,14856.0,7837.0,9090.0,3619.0,1333.0,Иркутская область,Иркутская область,62.3,43.9,29.5,68.0,84.9,Иркутская область,TRUE,1078.0,1253.0,1488.0,1569.0,1464.0,1512.0,2522.0,3373.0,3614.0,3902.0,3290.0,3256.0,3140.0,3126.0,3159.0,3439.0,3576.0,3351.0,3688.0,3700.0,3341.0,3365.0,2954.0,2875.0,2615.0,2324.0,Иркутская область,9109693.4,99686724.7,16636875.39,494925.0,1479870.8,16930257.99,2121695.79,241093.2,10427725.39,7502084.69,7057327.7,373311.3,1840103.4,809961.7,2275095.6,2081366.7,1395371.4,Иркутская область,321450.99,18080.0,,,,,,,,,,,,Иркутская область,Иркутская область,134405.2,133269.7,0.0007294196288048812,,,0.0,,,74,Иркутская область,294539.0,239184.0,55355.0,0.0
92,92,87,59.472902100000006,33.848995200000005,Бокситогорск,0.60172244801276,16593.0,Северо-Западный,Ленинградская область,21.62,,,,,,,,,,,,,,,,11.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,2.3978952727983707,-3.57,3.71,1.7308472777372863,1.5699999999999998,53.86,96.29,11.805975323256154,88.79,732.0,762.0,8.332252803510556,749.5,1.0,6.0,1.3113124074319809,4.0,Ленинградская область,Ленинградская область,75622.99,93453.0,93971.99,81611.0,54587.99,27795.0,33720.0,13266.0,5191.0,35683.99,42948.99,42087.99,34912.0,23382.99,12578.0,15983.99,7381.0,3380.0,Ленинградская область,Ленинградская область,65.59,57.3,20.8,72.5,87.9,Ленинградская область,TRUE,518.0,669.0,727.0,824.0,938.0,872.0,984.0,1049.0,1157.0,1205.0,1172.0,1141.0,1201.0,1249.0,1207.0,1134.0,1302.0,1430.0,1182.0,1152.0,1114.0,995.0,942.0,869.0,807.0,671.0,Ленинградская область,5912080.6,73631682.5,8839532.09,1000157.6,887926.0,2685763.5,1386242.7,304510.2,11215194.6,4515403.19,4538773.89,173107.8,781794.8,746804.5,1168089.7,367748.3,351764.9,Ленинградская область,220927.99,40665.99,,,,,,,,,,,,Ленинградская область,Ленинградская область,89247.1,92634.3,,7.302292274242436e-13,,,0.0,,26,Ленинградская область,282791.0,181623.0,101168.0,0.0
93,93,88,54.9609,49.0334,Болгар,0.785388247880598,8650.0,Приволжский,Татарстан,57.27,28.2,1100.0,0.0,,,,,,,,,,,,,14.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,2.7080502011022096,-2.14,5.0,2.0718563105168686,2.14,66.43,92.14,7.82648239419643,76.86,739.0,766.0,8.129897791192603,758.0,2.0,7.0,1.3557637102737476,5.0,Республика Татарстан,Республика Татарстан,168745.99,211818.99,204298.99,160730.99,102643.0,54302.0,60033.99,24832.99,10697.0,68434.99,76880.99,67086.99,49885.99,31964.99,25153.0,31070.99,15329.99,6277.0,Республика Татарстан (Татарстан),Республика Татарстан (Татарстан),67.59,47.7,29.4,74.09,93.1,Республика Татарстан (Татарстан),TRUE,1195.0,1261.0,1462.0,2367.0,2533.0,2522.0,2627.0,2494.0,2832.0,2704.0,2713.0,2464.0,2298.0,2308.0,2298.0,2207.0,2221.0,2203.0,2020.0,1898.0,1816.0,1596.0,1629.0,1524.0,1427.0,1300.0,Республика Татарстан (Татарстан),40838346.0,267909947.19,44363590.59,394884.4,4134522.59,26988392.0,11023179.49,559497.0,17866739.6,27483627.3,18770341.6,177413.8,4710889.5,3687193.5,5292473.8,3577782.5,2956238.8,Республика Татарстан (Татарстан),647134.99,144303.99,,,,,,,,,,,,Республика Татарстан,Республика Татарстан,157885.0,162064.9,,1.0034495682953322e-13,,,0.0,,49,Татарстан,527462.0,371965.0,155497.0,0.0
94,94,89,57.885204,34.049603000000005,Бологое,0.6040445621341971,23499.0,Центральный,Тверская область,15.27,9.4,118.0,0.0,0.0,,,,,,,,,,,,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.6094379124341005,-3.57,5.57,2.6275088690892856,3.71,66.29,93.83,7.5261948901028015,84.0,731.0,751.0,6.2411842588070705,746.0,1.0,7.0,1.6987390281365429,3.0,Тверская область,Тверская область,57950.0,70267.99,71857.0,61637.0,42023.99,21678.99,25940.0,10040.99,4192.0,20081.99,25646.0,25936.0,21171.99,14375.0,8902.0,11392.99,5610.0,2371.0,Тверская область,Тверская область,64.8,52.3,51.3,72.0,83.7,Тверская область,TRUE,567.0,634.0,680.0,1094.0,969.0,1131.0,1020.0,1447.0,1266.0,1185.0,1115.0,1043.0,1118.0,1119.0,1138.0,1104.0,1093.0,1019.0,927.0,845.0,820.0,758.0,801.0,776.0,701.0,584.0,Тверская область,4628284.19,52048216.89,4400911.9,486507.5,678282.3,8411481.0,1483756.6,309952.7,5035941.0,3480530.8,2528586.7,181458.6,701092.0,488017.9,2137414.59,1474760.6,498066.0,Тверская область,203444.0,35371.0,,,,,,,,,,,,Тверская область,Тверская область,36768.1,37628.8,,1.9560034907432468e-13,0.0012961232575618054,,0.0,0.0,15,Тверская область,220365.0,157722.0,62643.0,0.0
95,95,90,55.67156600000001,84.38855,Болотное,0.5963385957600611,16969.0,Сибирский,Новосибирская область,15.65,20.4,570.0,0.18,5.0,,,,,,,,,,,,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.302585092994046,-14.57,3.14,4.8445105900537415,-3.14,56.71,85.29,7.689909405621544,76.86,747.0,764.0,5.423054841094989,755.0,2.0,7.0,1.2798809468443686,5.0,Новосибирская область,Новосибирская область,119726.99,141224.0,145730.99,121439.99,82396.99,43367.99,51087.0,19713.99,8286.0,35398.0,47600.99,49746.99,36342.99,20865.99,11131.0,13873.0,5925.0,2473.0,Новосибирская область,Новосибирская область,62.2,42.7,29.7,68.5,84.9,Новосибирская область,TRUE,1229.0,1762.0,2111.0,2851.0,3377.0,3594.0,3446.0,3575.0,3799.0,3751.0,3594.0,3678.0,3803.0,3774.0,3647.0,3501.0,3599.0,3508.0,3467.0,3412.0,3120.0,2935.0,2903.0,2906.0,2698.0,2674.0,Новосибирская область,12546535.6,151579570.79,19831122.7,933794.3,2322478.39,23841526.7,3698699.09,481399.8,15333970.6,10271735.5,16621425.6,400485.8,2725633.6,1534449.3,3160497.0,4108498.99,2198331.89,Новосибирская область,511730.99,93317.99,,,,,,,,,,,,Новосибирская область,Новосибирская область,250277.0,249765.5,,,1.4208952306604813e-05,,,0.0,76,Новосибирская область,384279.0,300559.0,83720.0,0.0
96,96,91,53.44899399999999,36.002232,Болхов,0.5956196395808051,11421.0,Центральный,Орловская область,30.25,21.8,160.0,0.0,,,,,,,,,,,,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.3862943611198906,-3.57,10.71,3.5297668882964897,6.86,51.71,89.43,10.361459816252221,74.43,734.0,747.0,4.353433237386438,743.0,2.0,8.0,1.7265434778633235,5.0,Орловская область,Орловская область,29207.0,35069.99,38658.0,32859.0,22149.0,11656.0,12857.0,4572.99,1975.0,17514.0,21398.99,21080.99,15317.99,10093.99,6368.0,8276.0,3613.0,1430.0,Орловская область,Орловская область,58.8,42.3,28.8,65.09,81.9,Орловская область,TRUE,452.0,437.0,473.0,478.0,593.0,607.0,647.0,644.0,729.0,687.0,594.0,520.0,522.0,500.0,496.0,481.0,472.0,458.0,391.0,347.0,321.0,293.0,279.0,231.0,203.0,196.0,Орловская область,4709861.2,34287573.3,3196713.2,165351.1,84355.3,5127936.59,1243719.9,44710.6,2599274.5,2493296.0,1891309.29,39487.8,351829.6,284961.4,340033.0,706840.9,83466.0,Орловская область,100366.0,16747.0,,,,,,,,,,,,Орловская область,Орловская область,36689.2,37310.6,,8.018072789004055e-15,,,0.0,,11,Орловская область,124919.0,80657.0,44262.0,0.0
97,97,92,56.3548,44.0593,Бор,0.5046028984002511,65585.0,Приволжский,Нижегородская область,43.25,0.0,0.03,1.0,,101.0,55.0,124.0,123.0,151.0,38.0,108.0,207.0,158.0,102.0,128.0,11.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,2.3978952727983707,-1.43,7.14,2.257623487104041,3.14,71.57,96.0,8.932110506215096,80.17,735.0,762.0,7.953435915196813,754.0,1.0,9.0,2.063284482843521,5.0,Нижегородская область,Нижегородская область,150100.0,176182.0,186143.0,156422.0,107284.0,57166.0,64737.99,25763.0,9996.0,43521.0,54761.0,56335.99,42471.0,27281.99,16839.99,23088.99,12056.99,4416.0,Нижегородская область,Нижегородская область,68.3,61.9,31.9,76.3,90.6,Нижегородская область,TRUE,1373.0,1878.0,1946.0,2199.0,3235.0,3842.0,3795.0,3987.0,3754.0,3548.0,3309.0,2966.0,1997.0,2918.0,2844.0,2512.0,2503.0,2613.0,2345.0,1930.0,1723.0,1555.0,1566.0,1370.0,1262.0,1183.0,Нижегородская область,18455022.7,173518366.3,15003633.49,760666.9,2263580.9,23407922.79,4189667.79,271852.09,18861714.1,9035558.39,13488040.6,409634.8,4925404.2,1687073.2,2988745.7,7865716.79,1362055.5,Нижегородская область,754514.99,78629.99,,,,,,,,,,,,Нижегородская область,Нижегородская область,347043.1,350282.5,6.407211952783058e-05,,,0.0,,,54,Нижегородская область,518489.0,395931.0,122558.0,0.0
98,98,93,50.38518079999999,116.5330685,Борзя,0.5988683861101409,,Сибирский,Забайкальский край,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Забайкальский край,Забайкальский край,,,,,,,,,,,,,,,,,,,Забайкальский край,Забайкальский край,,,,,,Забайкальский край,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,Забайкальский край,,,,,,,,,,,,,,,,,,Забайкальский край,,,,,,,,,,,,,,Забайкальский край,Забайкальский край,,,,,,,,,72,Забайкальский край,,,,
99,99,94,51.368015,42.075169,Борисоглебск,0.604409732125682,65585.0,Центральный,Воронежская область,44.54,15.0,348.0,0.0,,,,,,,,,,,,,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.9459101490553128,-2.29,12.0,3.8451695114037,7.57,45.0,89.83,13.028142870979984,75.14,742.0,754.0,4.482771251718984,751.0,2.0,8.0,1.7915143899851345,5.0,Воронежская область,Воронежская область,92292.0,111596.99,114530.99,95337.0,67279.99,37216.0,42358.0,16064.0,7991.99,51406.99,63513.99,62466.99,48267.0,32187.99,22884.0,27203.99,12012.99,5424.0,Воронежская область,Воронежская область,63.5,45.7,27.1,70.3,88.4,Воронежская область,TRUE,934.0,1155.0,1205.0,1556.0,1738.0,1652.0,1767.0,1716.0,1823.0,1810.0,1698.0,1731.0,1588.0,1643.0,1509.0,1597.0,1576.0,1438.0,1278.0,1180.0,1053.0,855.0,768.0,733.0,665.0,639.0,Воронежская область,22986639.39,124815946.19,24097922.5,680070.7,1599413.5,16385618.99,2193976.1,419217.3,6505523.5,9800992.6,6217976.5,186490.09,2018942.69,699225.2,939753.7,1186618.69,1575594.3,Воронежская область,431236.99,105172.99,,,,,,,,,,,,Воронежская область,Воронежская область,202003.8,207041.6,,4.1386938612585053e-13,0.00038538133892564456,,0.0,0.0,4,Воронежская область,394499.0,249437.0,145062.0,0.0
100,100,95,58.389008999999994,33.90682750000001,Боровичи,0.60201754214395,54731.0,Северо-Западный,Новгородская область,10.97,,,,,,,,,,,,,,,,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.3862943611198906,-2.14,4.71,2.0440571234213403,2.0,52.43,95.86,12.602256298358798,87.29,739.0,763.0,7.3277034666556835,754.0,2.0,5.0,1.1872336794093274,3.0,Новгородская область,Новгородская область,25057.0,29820.99,31966.99,27233.99,17941.99,9271.0,10290.0,4000.0,1453.0,10954.0,14623.0,15408.0,12659.99,8698.0,5282.0,7005.0,3538.0,1424.0,Новгородская область,Новгородская область,61.8,48.3,23.9,69.0,86.3,Новгородская область,TRUE,269.0,331.0,366.0,376.0,420.0,457.0,442.0,654.0,620.0,545.0,531.0,503.0,496.0,463.0,451.0,444.0,438.0,432.0,390.0,375.0,354.0,350.0,328.0,307.0,284.0,263.0,Новгородская область,3163983.6,32208843.5,3768519.0,135428.5,705645.7,3963978.49,1376470.5,92764.7,3115847.8,2178354.7,3878191.8,272127.8,412589.7,313818.9,617853.6,263874.2,577670.0,Новгородская область,108212.0,22181.0,,,,,,,,,,,,Новгородская область,Новгородская область,29494.0,28061.6,,1.912692641710152e-14,,,0.0,,28,Новгородская область,103185.0,66160.0,37025.0,0.0
101,101,96,55.8997187,94.8930452,Бородино,0.5990231026323449,17423.0,Сибирский,Красноярский край,1.23,24.6,706.0,0.03,1.0,,,,,,,,,,,,14.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,2.7080502011022096,-16.0,4.29,5.730930448847187,-2.86,64.86,84.43,5.988442280959295,75.57,737.0,762.0,6.784435969818818,750.0,2.0,6.0,1.3020130933435716,3.0,Красноярский край,Красноярский край,123697.99,142732.99,134492.0,113497.99,71866.99,40291.99,42740.0,14849.99,5825.99,39865.0,51352.0,52157.0,41562.0,22258.99,11904.0,13563.0,5549.0,2294.0,Красноярский край,Красноярский край,65.5,45.5,31.7,71.3,88.1,Красноярский край,TRUE,1300.0,1849.0,2123.0,2356.0,2527.0,2160.0,2604.0,2914.0,3058.0,3113.0,3089.0,3189.0,3089.0,3199.0,3021.0,3009.0,3092.0,3008.0,2822.0,2818.0,2705.0,2687.0,2614.0,2534.0,2356.0,2003.0,Красноярский край,18180794.49,156939753.8,20694136.6,857573.5,1718683.0,20906543.19,10194218.2,209970.1,18979257.8,8303523.69,8593428.79,722377.2,2103504.79,1488844.89,1671432.0,2664499.8,1103252.49,Красноярский край,483897.0,59586.0,,,,,,,,,,,,Красноярский край,Красноярский край,196964.8,198630.5,,6.044351820622907e-11,,,0.0,,73,Красноярский край,348735.0,261788.0,86947.0,0.0
102,102,97,56.1517085,101.6334907,Братск,0.625251261504111,246348.0,Сибирский,Иркутская область,3.13,26.5,633.0,0.0,,161.0,244.0,67.0,24.0,116.0,146.0,185.0,59.0,73.0,140.0,142.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0986122886681096,-13.43,3.43,4.899711653323519,-7.71,47.14,90.57,11.957377200866814,62.43,718.0,736.0,5.138093031466049,727.0,2.0,6.0,1.3522468075656269,4.0,Иркутская область,Иркутская область,100605.0,115913.99,114705.99,100189.0,64159.99,35679.0,38692.0,13317.99,5149.0,30248.99,37142.0,36447.99,27850.0,14856.0,7837.0,9090.0,3619.0,1333.0,Иркутская область,Иркутская область,62.3,43.9,29.5,68.0,84.9,Иркутская область,TRUE,1078.0,1253.0,1488.0,1569.0,1464.0,1512.0,2522.0,3373.0,3614.0,3902.0,3290.0,3256.0,3140.0,3126.0,3159.0,3439.0,3576.0,3351.0,3688.0,3700.0,3341.0,3365.0,2954.0,2875.0,2615.0,2324.0,Иркутская область,9109693.4,99686724.7,16636875.39,494925.0,1479870.8,16930257.99,2121695.79,241093.2,10427725.39,7502084.69,7057327.7,373311.3,1840103.4,809961.7,2275095.6,2081366.7,1395371.4,Иркутская область,321450.99,18080.0,,,,,,,,,,,,Иркутская область,Иркутская область,134405.2,133269.7,0.0007104073521457707,3.119141944689909e-09,0.0012383780347536974,0.0,3.0,0.0,74,Иркутская область,294539.0,239184.0,55355.0,0.0
103,103,98,55.421993799999996,38.25906120000001,Бронницы,0.6120118905961159,21102.0,Центральный,Московская область,169.08,0.0,0.01,1.0,,,,,,,,,,,,,119.0,0.0,10.0,109.0,8.0,0.0,0.0,8.0,4.718498871295094,-3.57,7.14,2.5524340648041064,4.29,60.86,93.43,9.371006054995304,81.985,732.0,754.0,6.1104771527666,748.0,1.0,8.0,1.7798359733284477,4.0,Московская область,Московская область,372279.99,422591.99,397774.0,332128.0,235685.0,129974.0,145305.99,53028.0,18600.0,87617.0,104306.0,100703.0,80142.99,53832.0,32373.0,38010.0,15496.0,7393.99,Московская область,Московская область,70.59,64.3,25.0,77.09,90.7,Московская область,TRUE,1946.0,2461.0,2719.0,3093.0,3190.0,3110.0,3062.0,3460.0,3598.0,3631.0,3787.0,3774.0,3677.0,3553.0,3483.0,3921.0,3770.0,3640.0,3412.0,3317.0,3021.0,2623.0,2680.0,2638.0,2335.0,2051.0,Московская область,74917053.3,491239872.5,55218484.7,2072849.2,8699863.99,31583898.1,14793226.3,1112479.49,65370758.1,24020902.5,26299401.8,495398.1,6015671.1,5131389.59,7260135.5,7352593.7,6640124.9,Московская область,1317385.0,140469.0,,,,,,,,,,,,Московская область,Московская область,610048.4,639616.2,,7.520399305548633e-15,,,0.0,,10,Московская область,1056115.0,849949.0,206166.0,0.0
104,104,99,53.24237779999999,34.36682879999999,Брянск,0.659014203478658,415640.0,Центральный,Брянская область,34.7,0.0,0.08,1.0,,184.0,143.0,212.0,190.0,189.0,133.0,134.0,93.0,203.0,214.0,133.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.3862943611198906,-2.71,10.57,3.512430578876766,6.57,58.71,90.29,9.44091510899437,79.29,736.0,749.0,4.216746658379232,742.0,1.0,7.0,1.8847761013926696,4.0,Брянская область,Брянская область,53200.0,62821.99,63971.0,53408.99,34060.0,19773.0,21575.99,8076.0,3770.0,25954.0,29274.0,27376.99,19763.99,12264.0,9490.0,11129.99,5702.99,2651.0,Брянская область,Брянская область,60.7,37.4,27.6,67.5,86.8,Брянская область,TRUE,676.0,666.0,671.0,701.0,839.0,915.0,961.0,1088.0,1228.0,1249.0,1187.0,1125.0,1156.0,1194.0,1168.0,1259.0,1287.0,1277.0,1138.0,1007.0,931.0,866.0,796.0,729.0,655.0,539.0,Брянская область,7187938.0,49890775.6,6251329.19,307646.0,375667.4,8028387.9,1355522.8,487502.3,3208359.1,2883167.9,3003395.8,48229.2,487017.1,223594.5,453597.5,671752.1,253960.9,Брянская область,226555.99,32292.99,,,,,,,,,,,,Брянская область,Брянская область,56710.8,57081.9,0.0005370630182913086,,0.008928111985301041,0.0,,1.0,2,Брянская область,192771.0,131748.0,61023.0,0.0
105,105,100,54.5384152,52.795595299999995,Бугульма,0.606282353725223,89144.0,Приволжский,Татарстан,57.27,28.2,1100.0,0.0,,162.0,51.0,130.0,218.0,15.0,207.0,156.0,105.0,250.0,108.0,178.0,14.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,2.7080502011022096,-2.14,5.0,2.0718563105168686,2.14,66.43,92.14,7.82648239419643,76.86,739.0,766.0,8.129897791192603,758.0,2.0,7.0,1.3557637102737476,5.0,Республика Татарстан,Республика Татарстан,168745.99,211818.99,204298.99,160730.99,102643.0,54302.0,60033.99,24832.99,10697.0,68434.99,76880.99,67086.99,49885.99,31964.99,25153.0,31070.99,15329.99,6277.0,Республика Татарстан (Татарстан),Республика Татарстан (Татарстан),67.59,47.7,29.4,74.09,93.1,Республика Татарстан (Татарстан),TRUE,1195.0,1261.0,1462.0,2367.0,2533.0,2522.0,2627.0,2494.0,2832.0,2704.0,2713.0,2464.0,2298.0,2308.0,2298.0,2207.0,2221.0,2203.0,2020.0,1898.0,1816.0,1596.0,1629.0,1524.0,1427.0,1300.0,Республика Татарстан (Татарстан),40838346.0,267909947.19,44363590.59,394884.4,4134522.59,26988392.0,11023179.49,559497.0,17866739.6,27483627.3,18770341.6,177413.8,4710889.5,3687193.5,5292473.8,3577782.5,2956238.8,Республика Татарстан (Татарстан),647134.99,144303.99,,,,,,,,,,,,Республика Татарстан,Республика Татарстан,157885.0,162064.9,0.0009214185101309957,7.218564544103262e-14,0.0005783235272808062,0.0,0.0,0.0,49,Татарстан,527462.0,371965.0,155497.0,0.0
106,106,101,53.6208,52.417,Бугуруслан,0.596107589494971,52249.0,Приволжский,Оренбургская область,15.95,27.7,542.0,0.05,1.0,,,,,,,,,,,,7.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.079441541679836,-6.71,5.71,3.9179911033225028,-1.0,70.43,91.86,7.827527128817951,85.29,745.0,771.0,8.39103830342368,759.0,1.0,5.0,1.1832159566199232,4.0,Оренбургская область,Оренбургская область,65561.0,81799.0,80373.99,64567.99,41731.0,22722.0,27330.0,8518.0,4254.0,54073.99,67288.0,61433.99,44975.0,27214.99,17180.99,21453.99,6733.0,3378.99,Оренбургская область,Оренбургская область,57.9,36.2,23.2,63.8,83.6,Оренбургская область,TRUE,772.0,884.0,940.0,1043.0,1155.0,1328.0,1632.0,1718.0,1851.0,1661.0,2135.0,1909.0,1038.0,2124.0,2371.0,2312.0,2405.0,2237.0,2030.0,1952.0,1778.0,1798.0,1614.0,1574.0,1494.0,1295.0,Оренбургская область,9287020.8,83376940.59,11807432.4,358862.3,1061589.39,12352723.39,2317287.79,204331.5,7240938.8,5053414.5,5283968.6,58508.2,939338.8,601793.19,1233797.3,1445976.6,915284.5,Оренбургская область,306123.99,106326.0,,,,,,,,,,,,Оренбургская область,Оренбургская область,135226.1,133554.9,,,0.0003407134026562063,,,0.0,55,Оренбургская область,270081.0,156761.0,113320.0,0.0
